#Organism/Name	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Chromosomes/RefSeq	Chromosomes/INSDC	Plasmids/RefSeq	Plasmids/INSDC	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center
Alcanivorax sp. MARC2PPN2	PRJNA161061	161061	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Alcanivorax sp. AS-M6-5	PRJNA161063	161063	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Alcanivorax sp. IL4	PRJNA161065	161065	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Alcanivorax sp. AS-5	PRJNA161067	161067	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Alcanivorax sp. M03-6C	PRJNA161069	161069	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Alcanivorax sp. R8-12	PRJNA161071	161071	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Alcanivorax sp. S3-5	PRJNA161073	161073	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Alcanivorax sp. T24B9	PRJNA161075	161075	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Alcanivorax sp. NH57E	PRJNA161077	161077	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Alcanivorax sp. T30B15	PRJNA161079	161079	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Alcanivorax sp. C43AA	PRJNA161081	161081	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Alcanivorax sp. MJ01-12-9	PRJNA161083	161083	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Alcanivorax sp. T44A1	PRJNA161085	161085	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Alcanivorax sp. T44C1	PRJNA161087	161087	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Alcanivorax sp. P40	PRJNA161089	161089	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Brevundimonas sp. BAL3	PRJNA54665	54665	Proteobacteria	Alphaproteobacteria	3.63602	67.4	-	-	-	-	ABRU01	6	3520	3470	2008/07/08	2010/06/08	Scaffolds or contigs	The Gordon and Betty Moore Foundation Microbial Genome Sequencing project
Carnobacterium sp. AT7	PRJNA54673	54673	Firmicutes	Bacilli	2.44212	35.3	-	-	-	-	ABHH01	69	2489	2388	2007/11/09	2010/02/03	Scaffolds or contigs	The Gordon and Betty Moore Foundation Marine Microbiology Initiative
Carnobacterium sp. 17-4	PRJNA65789	65789	Firmicutes	Bacilli	2.68539	35.2291	NC_015391.1	CP002563.1	NC_015390.1	CP002564.1	-	2	2575	2474	2011/04/08	2011/07/05	Complete	Georg-August-University Goettingen
Cyanobium sp. PCC 7001	PRJNA54675	54675	Cyanobacteria	Chroococcales	2.8327	68.7	-	-	-	-	ABSE01	2	2817	2771	2008/07/15	2010/06/08	Scaffolds or contigs	Gordon and Betty Moore Foundation Microbial Genome Sequencing Project
Hydrogenivirga sp. 128-5-R1-1	PRJNA54685	54685	Aquificae	Aquificae	3.03824	43.8	-	-	-	-	ABHJ01	551	3866	3808	2007/11/09	2010/02/03	Scaffolds or contigs	The Gordon and Betty Moore Foundation Microbial Genome Sequencing project
Limnobacter sp. MED105	PRJNA54689	54689	Proteobacteria	Betaproteobacteria	3.39027	52.2	-	-	-	-	ABCT01	46	3285	3245	2007/06/26	2010/02/03	Scaffolds or contigs	The Gordon and Betty Moore Foundation Microbial Genome Sequencing project
Pedobacter sp. BAL39	PRJNA54703	54703	Bacteroidetes/Chlorobi group	Bacteroidetes	5.78805	44.9	-	-	-	-	ABCM01	47	5165	5101	2007/06/20	2010/02/03	Scaffolds or contigs	Moore Foundation
Candidatus Pelagibacter sp. HTCC7211	PRJNA54705	54705	Proteobacteria	Alphaproteobacteria	1.45689	29.1	-	-	-	-	ABVS01	1	1478	1447	2008/09/24	2010/06/08	Scaffolds or contigs	The Gordon and Betty Moore Foundation Microbial Genome Sequencing Project
Candidatus Pelagibacter sp. IMCC9063	PRJNA66305	66305	Proteobacteria	Alphaproteobacteria	1.28473	31.7	NC_015380.1	CP002511.1	-	-	-	1	1482	1447	2011/04/05	2012/01/26	Complete	Inha University
Pseudovibrio sp. JE062	PRJNA32093	32093	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Maryland Institute for Genome Sciences
Pseudovibrio sp. JE062	PRJNA54711	54711	Proteobacteria	Alphaproteobacteria	5.71708	52.5	-	-	-	-	ABXL01	19	5297	5225	2008/09/30	2010/06/09	Scaffolds or contigs	Moore Foundation
Pseudovibrio sp. FO-BEG1	PRJNA82373	82373	Proteobacteria	Alphaproteobacteria	5.91678	52.4149	NC_016642.1	CP003147.1	NC_016646.1	CP003148.1	-	2	5560	5468	2011/12/05	2012/01/31	Complete	Max Planck Institute for Marine Microbiology
Rhodoferax sp. BAL47	PRJNA19351	19351	Proteobacteria	Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Moore Foundation
Stenotrophomonas sp. SKA14	PRJNA54729	54729	Proteobacteria	Gammaproteobacteria	4.99001	66.4	-	-	-	-	ACDV01	3	4539	4469	2008/12/31	2010/06/09	Scaffolds or contigs	Moore Foundation
Thermotoga sp. RQ2	PRJNA58935	58935	Thermotogae	Thermotogae	1.87769	46.2	NC_010483.1	CP000969.1	-	-	-	1	1905	1819	2008/03/18	2012/02/13	Complete	US DOE Joint Genome Institute (JGI-PGF)
Thermotoga sp. Cell2	PRJNA86989	86989	Thermotogae	Thermotogae	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Alberta
Thermotoga sp. 2812B	PRJNA87043	87043	Thermotogae	Thermotogae	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Alberta
Thermotoga sp. EMP	PRJNA87045	87045	Thermotogae	Thermotogae	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Alberta
Ruminococcus sp. GM2/1	PRJNA19927	19927	Firmicutes	Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Ruminococcus sp.	PRJNA39149	39149	Firmicutes	Clostridia	3.54561	44.2	-	FP929053.1	-	-	-	1	3313	3260	2010/03/25	2010/03/25	Complete	MetaHIT
Ruminococcus sp. 8_1_37FAA	PRJNA39417	39417	Firmicutes	Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Ruminococcus sp. 5_1_39BFAA	PRJNA55629	55629	Firmicutes	Clostridia	3.80105	41.3	-	-	-	-	ACII01	47	3579	3525	2009/04/02	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Ruminococcus sp. JC304	PRJEA82615	82615	Firmicutes	Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	No data	URMITE CNRS UMR 6236 IRD 198
Ruminococcus sp. 80/3	PRJEA88543	88543	Firmicutes	Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute of Food Research
Ruminococcus sp. JC304	PRJNA164777	164777	Firmicutes	Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	No data	Aix-Marseille Université,
Thauera sp. MZ1T	PRJNA58987	58987	Proteobacteria	Betaproteobacteria	4.57458	68.2955	NC_011662.2	CP001281.2	NC_011667.1	CP001282.1	-	2	4141	3978	2008/12/15	2009/05/08	Complete	US DOE Joint Genome Institute (JGI-PGF)
Glaciecola sp. HTCC2999	PRJNA54867	54867	Proteobacteria	Gammaproteobacteria	2.52304	40.7	-	-	-	-	ABST01	11	2290	2242	2008/07/18	2010/06/08	Scaffolds or contigs	J. Craig Venter Institute
Paenibacillus sp. 4_7_47FAA	PRJNA39401	39401	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute
Paenibacillus sp. Y412MC10	PRJNA41127	41127	Firmicutes	Bacilli	7.12167	51.2	NC_013406.1	CP001793.1	-	-	-	1	6444	6238	2009/10/14	2011/11/21	Complete	US DOE Joint Genome Institute (JGI-PGF)
Paenibacillus sp. oral taxon 786 str. D14	PRJNA55903	55903	Firmicutes	Bacilli	4.87223	52	-	-	-	-	ACIH01	75	4529	4460	2009/04/02	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Paenibacillus sp. JDR-2	PRJNA59021	59021	Firmicutes	Bacilli	7.18493	50.3	NC_012914.1	CP001656.1	-	-	-	1	6414	6213	2009/07/02	2012/03/28	Complete	US DOE Joint Genome Institute (JGI-PGF)
Paenibacillus sp. J6	PRJNA64413	64413	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	JGI
Paenibacillus sp. HGF5	PRJNA66147	66147	Firmicutes	Bacilli	6.95006	-	-	-	-	-	AEXS01	185	6578	6496	2011/04/15	2011/04/22	Scaffolds or contigs	J. Craig Venter Institute
Paenibacillus sp. HGF7	PRJNA67401	67401	Firmicutes	Bacilli	6.28298	-	-	-	-	-	AFDH01	148	6075	5992	2011/05/20	2011/05/26	Scaffolds or contigs	J. Craig Venter Institute
Paenibacillus sp. JC66	PRJEA70825	70825	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	laboratoire URMITE CNRS 6236
Paenibacillus sp. HGH0039	PRJNA72483	72483	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Paenibacillus sp. JC66	PRJNA82269	82269	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	Unité de Recherche sur les Maladies Infectieuses et Tropicales Emergentes, UMR CNRS 6236 – IRD 198, Faculté de médecine, Aix-Marseille Université 27 Boulevard Jean Moulin, 13385 Marseille cedex 05, France
Paenibacillus sp. Aloe-11	PRJNA83643	83643	Firmicutes	Bacilli	5.79204	46.6	-	-	-	-	AGFI01	52	5251	5275	2012/02/02	2012/04/10	Scaffolds or contigs	College of Animal Science and Technology, Southwest University, China
Paenibacillus sp. OSY-SE	PRJNA167831	167831	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Ohio State University
Chloroflexus sp. Y-396-1	PRJNA50741	50741	Chloroflexi	Chloroflexi	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	JGI
Chloroflexus sp. Y-400-fl	PRJNA59085	59085	Chloroflexi	Chloroflexi	5.26895	56.7	NC_012032.1	CP001364.1	-	-	-	1	4308	4159	2009/02/04	2011/11/21	Complete	US DOE Joint Genome Institute (JGI-PGF)
Exiguobacterium sp. AT1b	PRJNA59093	59093	Firmicutes	Bacilli	2.99989	48.5	NC_012673.1	CP001615.1	-	-	-	1	3141	3020	2009/05/05	2012/01/25	Complete	US DOE Joint Genome Institute (JGI-PGF)
Borrelia sp. SV1	PRJNA55065	55065	Spirochaetes	Spirochaetia	1.28178	28.2736	-	-	NC_012242.1,NC_012230.1,NC_012260.1,NC_012239.1,NC_012252.1,NC_012234.1,NC_012267.1,NC_012265.1,NC_012247.1	CP001519.1,CP001523.1,CP001520.1,CP001518.1,CP001517.1,CP001524.1,CP001522.1,CP001521.1,CP001516.1	ABJZ02	7	1384	1344	-	-	Scaffolds or contigs	J. Craig Venter Institute
Colwellia sp. MT41	PRJNA29235	29235	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	J. Craig Venter Institute
Colwellia sp. SLW05	PRJNA74001	74001	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Nevada Genomics Center
Tolypothrix sp. PCC 7601 = UTEX LB 481	PRJNA30639	30639	Cyanobacteria	Nostocales	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Baylor College of Medicine
Tolypothrix sp. PCC 7601 = UTEX LB 481	PRJNA72337	72337	Cyanobacteria	Nostocales	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Genome Institute
Thioalkalivibrio sp. K90mix	PRJNA46181	46181	Proteobacteria	Gammaproteobacteria	2.98506	65.562	NC_013889.1	CP001905.1	NC_013930.1	CP001906.1	-	2	2943	2855	2010/02/17	2011/10/13	Complete	US DOE Joint Genome Institute (JGI-PGF)
Blattabacterium sp. (Periplaneta americana) str. BPLAN	PRJNA41287	41287	Bacteroidetes/Chlorobi group	Bacteroidetes	0.640442	28.2016	NC_013418.2	CP001429.2	NC_013419.1	CP001430.1	-	2	624	581	2009/10/19	2009/12/03	Complete	University of Arizona-Tucson
Blattabacterium sp. (Blattella germanica) str. Bge	PRJNA41533	41533	Bacteroidetes/Chlorobi group	Bacteroidetes	0.640935	27.1172	NC_013454.1	CP001487.1	NC_015679.1	CP002849.1	-	2	631	590	2009/11/02	2011/06/21	Complete	University of Valencia
Blattabacterium sp. (Blatta orientalis) str. Tarazona	PRJNA71049	71049	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	Universitat de València
Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR	PRJNA77127	77127	Bacteroidetes/Chlorobi group	Bacteroidetes	0.590336	27.523	NC_016146.1	CP003000.1	NC_016150.1	CP003095.1	-	2	590	541	2011/10/31	2011/11/16	Complete	Yale University
Blattabacterium sp. (Blaberus giganteus)	PRJNA165873	165873	Bacteroidetes/Chlorobi group	Bacteroidetes	0.632588	25.7281	NC_017924.1	CP003535.1	NC_017925.1	CP003536.1	-	2	614	576	2012/05/14	2012/05/17	Complete	Yale University
Bacteroides sp. 3_1_13	PRJNA38769	38769	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute
Bacteroides sp. 2_1_33B	PRJNA41591	41591	Bacteroidetes/Chlorobi group	Bacteroidetes	4.8917	44.9	-	-	-	-	ACPR01	24	4036	3966	2009/10/23	2010/06/09	Scaffolds or contigs	Broad Institute
Bacteroides sp. 2_1_22	PRJNA41621	41621	Bacteroidetes/Chlorobi group	Bacteroidetes	5.91297	41.9	-	-	-	-	ACPQ01	36	4810	4748	2009/10/23	2010/06/09	Scaffolds or contigs	Broad Institute
Bacteroides sp. 3_1_33FAA	PRJNA41705	41705	Bacteroidetes/Chlorobi group	Bacteroidetes	5.38295	42	-	-	-	-	ACPS01	35	4730	4666	2009/10/23	2010/06/09	Scaffolds or contigs	Broad Institute
Bacteroides sp. 2_1_16	PRJNA41707	41707	Bacteroidetes/Chlorobi group	Bacteroidetes	5.2097	43.2	-	-	-	-	ACPP01	18	4677	4609	2009/10/23	2010/06/09	Scaffolds or contigs	Broad Institute
Bacteroides sp. D20	PRJNA42369	42369	Bacteroidetes/Chlorobi group	Bacteroidetes	4.45251	46.4	-	-	-	-	ACPT01	15	3711	3652	2009/11/30	2009/12/06	Scaffolds or contigs	Broad Institute
Bacteroides sp. EK3	PRJNA42755	42755	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	J. Craig Venter Institute
Bacteroides sp. 3_1_19	PRJNA49705	49705	Bacteroidetes/Chlorobi group	Bacteroidetes	5.22803	45	-	-	-	-	ADCJ01	36	4396	4248	2010/04/28	2010/06/16	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Bacteroides sp. 1_1_14	PRJNA49709	49709	Bacteroidetes/Chlorobi group	Bacteroidetes	6.38795	43.3	-	-	-	-	ACRP01	57	5114	4761	2010/04/28	2010/06/16	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Bacteroides sp. D22	PRJNA49721	49721	Bacteroidetes/Chlorobi group	Bacteroidetes	6.29171	42	-	-	-	-	ADCK01	94	5086	4931	2010/04/28	2010/06/22	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Bacteroides sp. 3_1_23	PRJNA49963	49963	Bacteroidetes/Chlorobi group	Bacteroidetes	6.48989	41.6	-	-	-	-	ACRS01	20	5081	4910	2010/06/15	2010/06/30	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Bacteroides sp. 20_3	PRJNA50765	50765	Bacteroidetes/Chlorobi group	Bacteroidetes	5.7222	45.2	-	-	-	-	ACRQ01	61	4975	4871	2010/04/28	2010/07/26	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Bacteroides sp. 1_1_6	PRJNA55577	55577	Bacteroidetes/Chlorobi group	Bacteroidetes	6.75253	-	-	-	-	-	ACIC02	71	5556	5429	2009/04/02	2012/04/11	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Bacteroides sp. 2_1_7	PRJNA55579	55579	Bacteroidetes/Chlorobi group	Bacteroidetes	5.13722	45.1	-	-	-	-	ABZY01	38	4442	4372	2009/01/30	2010/06/09	Scaffolds or contigs	BI
Bacteroides sp. 2_2_4	PRJNA55581	55581	Bacteroidetes/Chlorobi group	Bacteroidetes	7.00497	42.1	-	-	-	-	ABZZ01	64	6030	5959	2009/01/30	2010/06/09	Scaffolds or contigs	BI
Bacteroides sp. 3_2_5	PRJNA55583	55583	Bacteroidetes/Chlorobi group	Bacteroidetes	5.11508	-	-	-	-	-	ACIB02	48	4254	4131	2009/04/02	2012/04/11	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Bacteroides sp. 4_3_47FAA	PRJNA55585	55585	Bacteroidetes/Chlorobi group	Bacteroidetes	5.42983	-	-	-	-	-	ACDR02	39	4844	4706	2009/02/18	2011/09/08	Scaffolds or contigs	BI
Bacteroides sp. 9_1_42FAA	PRJNA55587	55587	Bacteroidetes/Chlorobi group	Bacteroidetes	5.57752	42.3	-	-	-	-	ACAA01	50	4935	4871	2009/01/30	2010/06/09	Scaffolds or contigs	BI
Bacteroides sp. D1	PRJNA55589	55589	Bacteroidetes/Chlorobi group	Bacteroidetes	5.96476	-	-	-	-	-	ACAB02	22	4851	4686	2009/01/30	2011/09/08	Scaffolds or contigs	BI
Bacteroides sp. D2	PRJNA55591	55591	Bacteroidetes/Chlorobi group	Bacteroidetes	6.91476	-	-	-	-	-	ACGA02	20	5338	5200	2009/03/31	2012/04/11	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Bacteroides sp. 4_1_36	PRJNA61871	61871	Bacteroidetes/Chlorobi group	Bacteroidetes	4.58608	-	-	-	-	-	ACTC01	38	3792	3724	2011/01/04	2011/01/18	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Bacteroides sp. 3_1_40A	PRJNA62053	62053	Bacteroidetes/Chlorobi group	Bacteroidetes	5.43971	-	-	-	-	-	ACRT01	73	4650	4564	2011/01/11	2011/01/19	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Bacteroides sp. 1_1_30	PRJNA68191	68191	Bacteroidetes/Chlorobi group	Bacteroidetes	6.44172	-	-	-	-	-	ADCL01	73	5376	5299	2011/06/13	2011/06/20	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Bacteroides sp. 2_1_56FAA	PRJNA68193	68193	Bacteroidetes/Chlorobi group	Bacteroidetes	5.63232	-	-	-	-	-	ACWI01	47	4979	4906	2011/06/13	2011/06/20	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Bacteroides sp. HPS0048	PRJNA72497	72497	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Coprobacillus sp. D6	PRJNA32461	32461	Firmicutes	Erysipelotrichi	3.86129	31.3	-	-	-	-	AKCB01	9	-	-	2012/06/15	2012/06/15	Scaffolds or contigs	BI
Coprobacillus sp. 8_1_38FAA	PRJNA39363	39363	Firmicutes	Erysipelotrichi	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute
Coprobacillus sp. D7	PRJNA55621	55621	Firmicutes	Erysipelotrichi	3.49032	31.4	-	-	-	-	ACDT01	95	3453	3390	2009/02/18	2010/06/09	Scaffolds or contigs	Broad Institute
Coprobacillus sp. 29_1	PRJNA62161	62161	Firmicutes	Erysipelotrichi	3.84127	-	-	-	-	-	ADKX01	38	3928	3845	2011/01/21	2011/01/26	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Coprobacillus sp. 3_3_56FAA	PRJNA80685	80685	Firmicutes	Erysipelotrichi	3.95241	-	-	-	-	-	ACWL01	31	4026	3955	2011/12/22	2011/12/28	Scaffolds or contigs	Broad Institute
Coprobacillus sp. 8_2_54BFAA	PRJNA82733	82733	Firmicutes	Erysipelotrichi	3.78585	-	-	-	-	-	ACTG01	9	3684	3641	2012/01/24	2012/02/03	Scaffolds or contigs	Broad Institute
Fusobacterium sp. 4_8	PRJNA32481	32481	Fusobacteria	Fusobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	BI
Fusobacterium sp. 3_1_33	PRJNA40851	40851	Fusobacteria	Fusobacteriia	2.24051	26.9	-	-	-	-	ACQE01	40	2167	2123	2009/09/30	2010/06/10	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Fusobacterium sp. 1_1_41FAA	PRJNA47783	47783	Fusobacteria	Fusobacteriia	2.45465	27.9	-	-	-	-	ADGG01	31	2436	2325	2010/03/30	2011/09/22	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Fusobacterium sp. 3_1_27	PRJNA47791	47791	Fusobacteria	Fusobacteriia	2.19757	26.9	-	-	-	-	ADGF01	46	2093	2006	2010/03/30	2011/09/22	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Fusobacterium sp. 2_1_31	PRJNA55605	55605	Fusobacteria	Fusobacteriia	2.47038	-	-	-	-	-	ACDC02	6	2439	2354	2009/03/02	2011/08/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Fusobacterium sp. 3_1_5R	PRJNA55607	55607	Fusobacteria	Fusobacteriia	1.84843	32.3	-	-	-	-	ACDD01	28	1935	1890	2009/03/02	2011/01/06	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Fusobacterium sp. 4_1_13	PRJNA55609	55609	Fusobacteria	Fusobacteriia	2.24791	26.9	-	-	-	-	ACDE01	12	2197	2154	2009/03/02	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Fusobacterium sp. 7_1	PRJNA55611	55611	Fusobacteria	Fusobacteriia	2.47051	26.8	-	-	-	-	ACDF01	18	2460	2418	2009/03/02	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Fusobacterium sp. D12	PRJNA55613	55613	Fusobacteria	Fusobacteriia	1.95083	-	-	-	-	-	ACDG02	17	1978	1833	2009/03/02	2011/08/10	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Fusobacterium sp. D11	PRJNA55627	55627	Fusobacteria	Fusobacteriia	2.34316	26.9	-	-	-	-	ACDS01	76	2378	2334	2009/02/18	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Fusobacterium sp. 3_1_36A2	PRJNA55995	55995	Fusobacteria	Fusobacteriia	2.23603	26.9	-	-	-	-	ACPU01	12	2174	2131	2009/08/21	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Fusobacterium sp. 4_1_13	PRJNA66079	66079	Fusobacteria	Fusobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	The Broad Institute
Fusobacterium sp. 21_1A	PRJNA68189	68189	Fusobacteria	Fusobacteriia	2.12881	-	-	-	-	-	ADEE01	4	2087	2037	2011/06/15	2011/06/20	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Fusobacterium sp. 11_3_2	PRJNA68197	68197	Fusobacteria	Fusobacteriia	2.70214	-	-	-	-	-	ACUO01	37	2699	2641	2011/06/15	2011/06/20	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Fusobacterium sp. oral taxon 370 str. F0437	PRJNA78149	78149	Fusobacteria	Fusobacteriia	2.08183	-	-	-	-	-	AGAD01	133	2313	2274	2011/11/15	2011/11/30	Scaffolds or contigs	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine
Fusobacterium sp. 12_1B	PRJNA81787	81787	Fusobacteria	Fusobacteriia	3.69281	-	-	-	-	-	AGWJ01	45	3823	3755	2012/01/12	2012/01/23	Scaffolds or contigs	BI
Fusobacterium sp. CM21	PRJNA165903	165903	Fusobacteria	Fusobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	No data	JCVI
Fusobacterium sp. CM1	PRJNA165905	165905	Fusobacteria	Fusobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	No data	JCVI
Fusobacterium sp. ACC1	PRJNA165907	165907	Fusobacteria	Fusobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	No data	JCVI
Fusobacterium sp. CM22	PRJNA165909	165909	Fusobacteria	Fusobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	No data	JCVI
Fusobacterium sp. OBRC1	PRJNA165911	165911	Fusobacteria	Fusobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	No data	JCVI
Shigella sp. D8	PRJNA32505	32505	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	BI
Shigella sp. D9	PRJNA55631	55631	Proteobacteria	Gammaproteobacteria	4.71734	50.7	-	-	-	-	ACDL01	31	4782	4721	2009/02/18	2011/05/06	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Azospirillum sp. B510	PRJNA46085	46085	Proteobacteria	Alphaproteobacteria	7.59974	67.6272	NC_013854.1	AP010946.1	NC_013857.1,NC_013860.1,NC_013856.1,NC_013855.1,NC_013858.1,NC_013859.1	AP010949.1,AP010952.1,AP010948.1,AP010947.1,AP010950.1,AP010951.1	-	7	6420	6309	2010/02/17	2011/10/13	Complete	Kazusa DNA Research Institute
Wolbachia sp. wRi	PRJNA59371	59371	Proteobacteria	Alphaproteobacteria	1.44587	35.2	NC_012416.1	CP001391.1	-	-	-	1	1303	1150	2009/03/24	2010/03/29	Complete	Dept. of Molecular Evolution, Evolutionary
Micromonospora sp. M42	PRJNA38049	38049	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute
Micromonospora sp. L5	PRJNA45895	45895	Actinobacteria	Actinobacteria	6.96253	72.8	NC_014815.1	CP002399.1	-	-	-	1	6326	6150	2010/12/22	2011/11/21	Complete	US DOE Joint Genome Institute (JGI-PGF)
Micromonospora sp. ATCC 39149	PRJNA55817	55817	Actinobacteria	Actinobacteria	6.50503	72.3	-	-	-	-	ACES01	4	5684	5633	2009/02/26	2010/10/26	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform, Broad Institute Microbial Sequencing Center
